img_path,labels
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/circle73.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/circle72.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/IMG_1567_RESIZED.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/IMG_1539_RESIZED.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/IMG_1549_RESIZED.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/circle_45.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/circle58.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/circle70.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/circle65.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/circle71.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/IMG_1645_RESIZED.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/circle_44.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/circle_40.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/circle9.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/IMG_1559_RESIZED.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/IMG_1529_RESIZED.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/circle75.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/IMG_1602_RESIZED.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/circle61.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/circle49.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/circle60.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/circle74.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/IMG_1535_RESIZED.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/circle8.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/circle_41.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/circle_43.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/IMG_1583_RESIZED.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/IMG_1520_RESIZED.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/circle62.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/circle76.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/IMG_1550_RESIZED.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/IMG_1562_RESIZED.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/circle_42.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/IMG_1561_RESIZED.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/circle_31.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/circle_19.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/IMG_1614_RESIZED.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/circle38.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/circle10.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/circle11.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/circle39.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/IMG_1580_RESIZED.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/circle_18.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/circle_30.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/circle_32.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/circle_26.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/IMG_1568_RESIZED.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/IMG_1536_RESIZED.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/circle12.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/IMG_1601_RESIZED.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/IMG_1574_RESIZED.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/IMG_1589_RESIZED.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/circle_27.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/circle_33.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/circle_37.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/circle_9.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/IMG_1590_RESIZED.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/IMG_1646_RESIZED.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/circle16.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/circle17.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/circle_8.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/IMG_1604_RESIZED.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/circle_22.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/circle_36.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/circle_20.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/circle_34.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/IMG_1611_RESIZED.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/IMG_1599_RESIZED.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/IMG_1564_RESIZED.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/circle15.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/circle29.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/circle28.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/circle14.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/IMG_1585_RESIZED.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/IMG_1623_RESIZED.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/circle_35.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/IMG_1526_RESIZED.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/circle/circle_21.jpg,circle
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up27.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up33.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1935_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1945_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up_4.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1959_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1929_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up32.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up26.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_3824_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1907_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1898_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1962_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1912_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up18.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up30.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up24.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1920_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1950_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up25.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up31.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up19.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1939_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1949_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up35.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up21.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1917_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up_2.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1967_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up_3.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up20.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up34.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1955_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1925_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1940_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up22.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up36.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1930_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up_1.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up_0.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1902_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_3821_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up37.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up23.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up78.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up44.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up50.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1901_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1971_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_3822_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up51.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1943_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up45.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up79.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1933_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1956_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1926_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up53.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up47.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up8.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1897_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1908_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1914_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up9.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1964_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up46.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up52.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up81.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up56.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up42.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1923_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1953_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up43.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up57.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1961_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up80.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1911_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up82.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up41.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1904_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up55.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up69.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1936_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1946_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up68.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1918_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up54.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up40.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1968_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_3820_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1903_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up59.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up65.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up71.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up2.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up3.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1931_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1941_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up70.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up64.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up58.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up66.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1924_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1954_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up1.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1948_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1938_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up67.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1966_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up73.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1916_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1951_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up77.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1921_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up63.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up4.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1913_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1963_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up62.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up76.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1928_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1958_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up60.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up74.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up48.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1899_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_1906_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/IMG_3825_RESIZED.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up7.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up6.jpg,up
/Users/ongcj/Dev/mdp/ir/cnn/cnn_data/up/up49.jpg,up
